"","X","id","property_id","year_built","rooms_count","beds_count","baths_count","half_baths_count","full_baths_count","stories_count","units_count","buildings_count","total_size","basement_size","garage_size","architecture_type","exterior_wall_type","air_conditioning_type","basement_type","building_type","improvement_type","condition","construction_type","fireplace_count","fireplace_type","foundation_type","flooring_type","garage_type","heating_type","mobile_home","parking_spaces","parking_type","pool_type","quality","roof_type","roof_style_type","electricity_type","fuel_type","sewer_type","water_type","street_number","street_name","street_direction","street_suffix","unit_type","unit_number","address","city","state","zip","zoning","zoning_category","zoning_description","parcel_id","latitude","longitude","depth","width","size","acres","township","section","rental_property","view","location_description","land","improvement","total","exemption","tax_amount","tax_year","details","date","price","type","seller","transaction_id","document_year","sale_code"
"1915",268220,268220,351960,1924,NA,4,2.5,1,2,NA,NA,NA,1536,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,14939,"Warwick","","St","","","14939 Warwick St","Detroit","MI",48223,"","Residential","SingleFamily","",42.397865,-83.229118,NA,NA,7840,0.18,NA,NA,NA,NA,NA,NA,NA,61600,NA,NA,NA,NA,2016-03-07,65000,"","",NA,NA,NA
"1917",268223,268223,351963,1924,NA,4,2,0,2,NA,NA,NA,1455,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16545,"Lawton","","St","","","16545 Lawton St","Detroit","MI",48221,"","Residential","SingleFamily","",42.413234,-83.130477,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,21800,NA,NA,NA,NA,2016-03-01,32000,"","",NA,NA,NA
"1918",268224,268224,351964,1938,NA,NA,2,0,2,NA,NA,NA,1490,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16221,"Parkside","","St","","","16221 Parkside St","Detroit","MI",48221,"","Residential","SingleFamily","",42.411819,-83.131614,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,24400,NA,NA,NA,NA,2016-03-09,35000,"","",NA,NA,NA
"1920",268226,268226,351966,1949,NA,3,1,0,1,NA,NA,NA,1387,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16184,"Linwood","","St","","","16184 Linwood St","Detroit","MI",48221,"","Residential","SingleFamily","",42.411396,-83.127433,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,31600,NA,NA,NA,NA,2016-04-28,53200,"","",NA,NA,NA
"1921",268227,268227,351967,1928,NA,NA,2,0,2,NA,NA,NA,1638,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16239,"La Salle","","Ave","","","16239 La Salle Ave","Detroit","MI",48221,"","Residential","SingleFamily","",42.412198,-83.125774,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,2016-03-11,25000,"","",NA,NA,NA
"1923",268229,268229,351969,1955,NA,2,1,0,1,NA,NA,NA,1936,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16918,"Baylis","","St","","","16918 Baylis St","Detroit","MI",48221,"","Residential","SingleFamily","",42.416744,-83.123901,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,33000,NA,NA,NA,NA,2016-04-25,55900,"","",NA,NA,NA
"1924",268230,268230,351970,1928,NA,3,1.5,1,1,NA,NA,NA,1500,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16197,"Normandy","","St","","","16197 Normandy St","Detroit","MI",48221,"","Residential","SingleFamily","",42.411598,-83.126937,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,32200,NA,NA,NA,NA,2016-06-17,20000,"","",NA,NA,NA
"1925",268231,268231,351971,1923,NA,3,3,0,3,NA,NA,NA,1354,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15621,"Normandy","","St","","","15621 Normandy St","Detroit","MI",48238,"","Residential","SingleFamily","",42.407094,-83.126557,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,26200,NA,NA,NA,NA,2016-07-03,40000,"","",NA,NA,NA
"1927",268233,268233,351973,1930,NA,3,1.5,1,1,NA,NA,NA,900,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16184,"Mark Twain","","St","","","16184 Mark Twain St","Detroit","MI",48235,"","Residential","SingleFamily","",42.410411,-83.186531,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,28400,NA,NA,NA,NA,2016-08-26,14000,"","",NA,NA,NA
"1928",268234,268234,351974,1938,NA,3,1,0,1,NA,NA,NA,928,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16635,"Freeland","","St","","","16635 Freeland St","Detroit","MI",48235,"","Residential","SingleFamily","",42.413555,-83.186203,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,32200,NA,NA,NA,NA,2016-04-12,14027,"","",NA,NA,NA
"1929",268235,268235,351975,1928,NA,3,1,0,1,NA,NA,NA,1128,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15810,"Hartwell","","St","","","15810 Hartwell St","Detroit","MI",48227,"","Residential","SingleFamily","",42.407787,-83.177882,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,25800,NA,NA,NA,NA,2016-03-08,14000,"","",NA,NA,NA
"1931",268237,268237,351977,1949,NA,3,1,0,1,NA,NA,NA,1000,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15877,"Tracey","","St","","","15877 Tracey St","Detroit","MI",48227,"","Residential","SingleFamily","",42.408641,-83.180694,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,25200,NA,NA,NA,NA,2016-05-02,15000,"","",NA,NA,NA
"1932",268238,268238,351978,1941,NA,3,1,0,1,NA,NA,NA,1354,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16820,"Mark Twain","","St","","","16820 Mark Twain St","Detroit","MI",48235,"","Residential","SingleFamily","",42.414714,-83.186706,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,42200,NA,NA,NA,NA,2016-03-14,15000,"","",NA,NA,NA
"1933",268239,268239,351979,1929,NA,3,1.5,1,1,NA,NA,NA,1123,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16242,"Cheyenne","","St","","","16242 Cheyenne St","Detroit","MI",48235,"","Residential","SingleFamily","",42.4115,-83.17483,NA,NA,3484,0.08,NA,NA,NA,NA,NA,NA,NA,24600,NA,NA,NA,NA,2016-06-15,12500,"","",NA,NA,NA
"1937",268291,268291,352034,1931,NA,3,2,0,2,NA,NA,NA,1694,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16866,"Rosemont","","Ave","","","16866 Rosemont Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.41471,-83.220886,NA,NA,11325,0.26,NA,NA,NA,NA,NA,NA,NA,63400,NA,NA,NA,NA,2016-05-16,62000,"","",NA,NA,NA
"1938",268292,268292,352035,1949,NA,3,1.5,1,1,NA,NA,NA,1585,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16744,"Greenview","","Ave","","","16744 Greenview Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.412845,-83.223693,NA,NA,5662,0.13,NA,NA,NA,NA,NA,NA,NA,52400,NA,NA,NA,NA,2016-07-15,82000,"","",NA,NA,NA
"1939",268293,268293,352036,1929,NA,NA,1.5,1,1,NA,NA,NA,2020,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16530,"Rosemont","","Ave","","","16530 Rosemont Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.410621,-83.220726,NA,NA,6970,0.16,NA,NA,NA,NA,NA,NA,NA,70400,NA,NA,NA,NA,2016-01-19,115000,"","",NA,NA,NA
"1940",268294,268294,352037,1937,NA,3,2,0,2,NA,NA,NA,1468,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18601,"Puritan","","St","","","18601 Puritan St","Detroit","MI",48223,"","Residential","SingleFamily","",42.407947,-83.223922,NA,NA,6098,0.14,NA,NA,NA,NA,NA,NA,NA,42400,NA,NA,NA,NA,2016-03-30,96000,"","",NA,NA,NA
"1941",268295,268295,352038,1941,NA,NA,1,0,1,NA,NA,NA,1044,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,8500,"Outer","W","Dr","","","8500 W Outer Dr","Detroit","MI",48219,"","Residential","SingleFamily","",42.419317,-83.227332,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,37000,NA,NA,NA,NA,2016-04-19,85000,"","",NA,NA,NA
"1945",268299,268299,352042,1928,NA,3,2,0,2,NA,NA,NA,1260,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16880,"Rosemont","","Ave","","","16880 Rosemont Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.414909,-83.220893,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,1800,NA,NA,NA,NA,2016-01-20,60000,"","",NA,NA,NA
"1946",268300,268300,352043,1927,NA,4,1.5,1,1,NA,NA,NA,1972,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18835,"Lancashire","","St","","","18835 Lancashire St","Detroit","MI",48223,"","Residential","SingleFamily","",42.404834,-83.226593,NA,NA,6534,0.15,NA,NA,NA,NA,NA,NA,NA,74400,NA,NA,NA,NA,2016-09-12,102500,"","",NA,NA,NA
"1947",268301,268301,352044,1954,NA,3,2.5,1,2,NA,NA,NA,2100,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16773,"Sunderland","","Rd","","","16773 Sunderland Rd","Detroit","MI",48219,"","Residential","SingleFamily","",42.41328,-83.22808,NA,NA,5663,0.13,NA,NA,NA,NA,NA,NA,NA,61400,NA,NA,NA,NA,2016-01-05,129000,"","",NA,NA,NA
"1948",268302,268302,352045,1928,NA,3,2.5,1,2,NA,NA,NA,1566,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18915,"Puritan","","St","","","18915 Puritan St","Detroit","MI",48223,"","Residential","SingleFamily","",42.407894,-83.226615,NA,NA,6098,0.14,NA,NA,NA,NA,NA,NA,NA,45800,NA,NA,NA,NA,2016-08-24,96000,"","",NA,NA,NA
"1949",268303,268303,352046,1935,NA,5,3.5,1,3,NA,NA,NA,3036,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15908,"Glastonbury","","Ave","","","15908 Glastonbury Ave","Detroit","MI",48223,"","Residential","SingleFamily","",42.407588,-83.221954,NA,NA,9147,0.21,NA,NA,NA,NA,NA,NA,NA,93200,NA,NA,NA,NA,2016-02-12,170000,"","",NA,NA,NA
"1950",268304,268304,352047,1936,NA,NA,4,0,4,NA,NA,NA,2194,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18865,"Lancashire","","St","","","18865 Lancashire St","Detroit","MI",48223,"","Residential","SingleFamily","",42.40503,-83.227081,NA,NA,6534,0.15,NA,NA,NA,NA,NA,NA,NA,82800,NA,NA,NA,NA,2016-02-10,130000,"","",NA,NA,NA
"1952",268306,268306,352049,1929,NA,3,1.5,1,1,NA,NA,NA,1664,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16603,"Rosemont","","Ave","","","16603 Rosemont Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.411586,-83.221565,NA,NA,6969,0.16,NA,NA,NA,NA,NA,NA,NA,63400,NA,NA,NA,NA,2016-02-03,95250,"","",NA,NA,NA
"1953",268307,268307,352050,1935,NA,3,2,0,2,NA,NA,NA,1673,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16863,"Sunderland","","Rd","","","16863 Sunderland Rd","Detroit","MI",48219,"","Residential","SingleFamily","",42.414508,-83.228149,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,44200,NA,NA,NA,NA,2016-09-13,129900,"","",NA,NA,NA
"1955",268310,268310,352053,1947,NA,3,1.5,1,1,NA,NA,NA,1100,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18473,"Plainview","","Ave","","","18473 Plainview Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.425624,-83.237792,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,26400,NA,NA,NA,NA,2016-03-02,12500,"","",NA,NA,NA
"1957",268312,268312,352055,1946,NA,3,1.5,1,1,NA,NA,NA,950,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18951,"Edinborough","","Rd","","","18951 Edinborough Rd","Detroit","MI",48219,"","Residential","SingleFamily","",42.428055,-83.234657,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,24000,NA,NA,NA,NA,2016-05-04,13101,"","",NA,NA,NA
"1959",268314,268314,352057,1946,NA,3,1,0,1,NA,NA,NA,868,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19130,"Edinborough","","Rd","","","19130 Edinborough Rd","Detroit","MI",48219,"","Residential","SingleFamily","",42.430274,-83.234115,NA,NA,9147,0.21,NA,NA,NA,NA,NA,NA,NA,29800,NA,NA,NA,NA,2016-06-16,25000,"","",NA,NA,NA
"1960",268315,268315,352058,1946,NA,3,2,0,2,NA,NA,NA,950,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18919,"Edinborough","","Rd","","","18919 Edinborough Rd","Detroit","MI",48219,"","Residential","SingleFamily","",42.427612,-83.234637,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,18000,NA,NA,NA,NA,2016-03-10,15000,"","",NA,NA,NA
"1961",268316,268316,352059,1946,NA,3,1,0,1,NA,NA,NA,881,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19141,"Edinborough","","Rd","","","19141 Edinborough Rd","Detroit","MI",48219,"","Residential","SingleFamily","",42.430412,-83.234771,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,34400,NA,NA,NA,NA,2016-01-19,24000,"","",NA,NA,NA
"1963",268344,268344,352087,1946,NA,3,1,0,1,NA,NA,NA,837,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18291,"Faust","","Ave","","","18291 Faust Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.424045,-83.224243,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,32800,NA,NA,NA,NA,2016-04-21,15000,"","",NA,NA,NA
"1964",268345,268345,352088,1949,NA,3,1,0,1,NA,NA,NA,871,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19311,"Warwick","","St","","","19311 Warwick St","Detroit","MI",48219,"","Residential","SingleFamily","",42.431842,-83.230356,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,26800,NA,NA,NA,NA,2016-03-01,24000,"","",NA,NA,NA
"1966",268347,268347,352090,1941,NA,3,1,0,1,NA,NA,NA,655,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18713,"Avon","","Ave","","","18713 Avon Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.4284,-83.226657,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,30000,NA,NA,NA,NA,2016-01-15,17000,"","",NA,NA,NA
"1968",268349,268349,352092,1924,NA,3,2,0,2,NA,NA,NA,1565,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18441,"Faust","","Ave","","","18441 Faust Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.42545,-83.224257,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,22600,NA,NA,NA,NA,2016-02-25,20000,"","",NA,NA,NA
"1969",268350,268350,352093,1946,NA,3,1,0,1,NA,NA,NA,917,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17316,"Stahelin","","Ave","","","17316 Stahelin Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.418413,-83.226738,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,32000,NA,NA,NA,NA,2016-01-25,32000,"","",NA,NA,NA
"1974",268380,268380,352123,1947,NA,4,2.5,1,2,NA,NA,NA,1128,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16039,"Curtis","","St","","","16039 Curtis St","Detroit","MI",48235,"","Residential","SingleFamily","",42.422771,-83.205726,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,35900,NA,NA,NA,NA,2016-03-22,64000,"","",NA,NA,NA
"1975",268381,268381,352124,1942,NA,3,1,0,1,NA,NA,NA,1100,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19336,"Forrer","","St","","","19336 Forrer St","Detroit","MI",48235,"","Residential","SingleFamily","",42.433021,-83.202812,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,33000,NA,NA,NA,NA,2016-02-25,58200,"","",NA,NA,NA
"1976",268382,268382,352125,1946,NA,3,1,0,1,NA,NA,NA,1350,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18021,"Prevost","","St","","","18021 Prevost St","Detroit","MI",48235,"","Residential","SingleFamily","",42.421463,-83.203994,NA,NA,5662,0.13,NA,NA,NA,NA,NA,NA,NA,33000,NA,NA,NA,NA,2016-05-25,30000,"","",NA,NA,NA
"1977",268383,268383,352126,1948,NA,3,1,0,1,NA,NA,NA,978,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18037,"Prevost","","St","","","18037 Prevost St","Detroit","MI",48235,"","Residential","SingleFamily","",42.42168,-83.204002,NA,NA,5662,0.13,NA,NA,NA,NA,NA,NA,NA,31400,NA,NA,NA,NA,2016-03-14,22500,"","",NA,NA,NA
"1978",268384,268384,352127,1946,NA,3,1,0,1,NA,NA,NA,902,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18034,"Mansfield","","St","","","18034 Mansfield St","Detroit","MI",48235,"","Residential","SingleFamily","",42.421642,-83.205558,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,34400,NA,NA,NA,NA,2016-02-11,18000,"","",NA,NA,NA
"1979",268385,268385,352128,1946,NA,3,2,0,2,NA,NA,NA,1250,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18021,"Mansfield","","St","","","18021 Mansfield St","Detroit","MI",48235,"","Residential","SingleFamily","",42.421523,-83.206237,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,33200,NA,NA,NA,NA,2016-04-08,40000,"","",NA,NA,NA
"1980",268386,268386,352129,1944,NA,3,1.5,1,1,NA,NA,NA,843,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18234,"Rutherford","","St","","","18234 Rutherford St","Detroit","MI",48235,"","Residential","SingleFamily","",42.423613,-83.204585,NA,NA,6969,0.16,NA,NA,NA,NA,NA,NA,NA,26400,NA,NA,NA,NA,2016-08-16,25000,"","",NA,NA,NA
"1981",268387,268387,352130,1942,NA,NA,1,0,1,NA,NA,NA,824,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18500,"Winthrop","","St","","","18500 Winthrop St","Detroit","MI",48235,"","Residential","SingleFamily","",42.426414,-83.200584,NA,NA,7405,0.17,NA,NA,NA,NA,NA,NA,NA,30000,NA,NA,NA,NA,2016-03-08,20000,"","",NA,NA,NA
"1983",268390,268390,352133,1941,NA,2,1,0,1,NA,NA,NA,897,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18681,"Glastonbury","","Rd","","","18681 Glastonbury Rd","Detroit","MI",48219,"","Residential","SingleFamily","",42.42802,-83.223216,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,25800,NA,NA,NA,NA,2016-08-08,55000,"","",NA,NA,NA
"1984",268391,268391,352134,1950,NA,3,1,0,1,NA,NA,NA,875,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19505,"Shaftsbury","","Ave","","","19505 Shaftsbury Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.434897,-83.231477,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,35000,NA,NA,NA,NA,2016-08-19,22000,"","",NA,NA,NA
"1985",268392,268392,352135,1950,NA,3,1,0,1,NA,NA,NA,959,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19335,"Warwick","","St","","","19335 Warwick St","Detroit","MI",48219,"","Residential","SingleFamily","",42.432357,-83.230376,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,36800,NA,NA,NA,NA,2016-05-03,28000,"","",NA,NA,NA
"1988",268395,268395,352138,1948,NA,NA,1,0,1,NA,NA,NA,820,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19327,"Greenview","","Ave","","","19327 Greenview Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.432247,-83.225708,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,27600,NA,NA,NA,NA,2016-03-03,15000,"","",NA,NA,NA
"1989",268396,268396,352139,1949,NA,3,1,0,1,NA,NA,NA,822,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19446,"Sunderland","","Rd","","","19446 Sunderland Rd","Detroit","MI",48219,"","Residential","SingleFamily","",42.434186,-83.228708,NA,NA,6098,0.14,NA,NA,NA,NA,NA,NA,NA,28800,NA,NA,NA,NA,2016-02-25,15000,"","",NA,NA,NA
"1992",268399,268399,352142,1949,NA,3,1,0,1,NA,NA,NA,1013,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19488,"Sunderland","","Rd","","","19488 Sunderland Rd","Detroit","MI",48219,"","Residential","SingleFamily","",42.434776,-83.228729,NA,NA,6098,0.14,NA,NA,NA,NA,NA,NA,NA,28600,NA,NA,NA,NA,2016-02-12,27000,"","",NA,NA,NA
"1993",268400,268400,352143,1945,NA,3,1,0,1,NA,NA,NA,1100,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18423,"Rosemont","","Ave","","","18423 Rosemont Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.425285,-83.221672,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,12400,NA,NA,NA,NA,2016-02-16,43500,"","",NA,NA,NA
"1994",268401,268401,352144,1946,NA,3,1,0,1,NA,NA,NA,854,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18458,"Rosemont","","Ave","","","18458 Rosemont Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.425769,-83.221054,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,30400,NA,NA,NA,NA,2016-05-13,19750,"","",NA,NA,NA
"1998",268406,268406,352149,1942,NA,3,1,0,1,NA,NA,NA,1258,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19494,"Saint Marys","","St","","","19494 Saint Marys St","Detroit","MI",48235,"","Residential","SingleFamily","",42.435336,-83.207097,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,34400,NA,NA,NA,NA,2016-01-13,21500,"","",NA,NA,NA
"1999",268407,268407,352150,1940,NA,3,1,0,1,NA,NA,NA,902,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18962,"Ferguson","","St","","","18962 Ferguson St","Detroit","MI",48235,"","Residential","SingleFamily","",42.429365,-83.210155,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,32000,NA,NA,NA,NA,2016-04-11,15000,"","",NA,NA,NA
"2000",268408,268408,352151,1942,NA,3,1,0,1,NA,NA,NA,1200,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19475,"Mansfield","","St","","","19475 Mansfield St","Detroit","MI",48235,"","Residential","SingleFamily","",42.435053,-83.206682,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,18800,NA,NA,NA,NA,2016-01-11,20000,"","",NA,NA,NA
"2002",268410,268410,352153,1939,NA,NA,1.5,1,1,NA,NA,NA,968,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19163,"Mansfield","","St","","","19163 Mansfield St","Detroit","MI",48235,"","Residential","SingleFamily","",42.431282,-83.206535,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,17200,NA,NA,NA,NA,2016-02-02,17000,"","",NA,NA,NA
